ALGORITHM_ID,SCHEMA_ID,ALGORITHM,ALGORITHM_DIMENSION,PAINTDIAGONALDOWNLEFTMONOCHROMATIC,COPY,PAINTLDOWNRIGHTPOLYCHROMATIC,PAINTDOWNMONOCHROMATIC,PAINTDOWNPOLYCHROMATIC,PAINTLDOWNRIGHTMONOCHROMATIC,PAINTZIGZAGDOWNRIGHTLEFTMONOCHROMATIC,MIRRORCOMMANDSVERTICAL,MIRRORCROSSVERTICAL,PAINTDIAGONALUPRIGHTPOLYCHROMATIC,PAINTSQUAREUPLEFTDOWNPOLYCHROMATIC,PAINTSQUARELEFTDOWNRIGHTPOLYCHROMATIC,PAINTLRIGHTUPPOLYCHROMATIC,PAINTSQUAREDOWNLEFTUPMONOCHROMATIC,MIRRORCELLSHORIZONTAL,PAINTZIGZAGRIGHTUPDOWNMONOCHROMATIC,MIRRORCELLSVERTICAL,MIRRORCOMMANDSHORIZONTAL,PAINTZIGZAGLEFTUPDOWNPOLYCHROMATIC,PAINTZIGZAGUPRIGHTLEFTPOLYCHROMATIC,PAINTLRIGHTDOWNMONOCHROMATIC,PAINTCUSTOMPATTERNPOLYCHROMATIC,FILLEMPTY,PAINTSQUARERIGHTDOWNLEFTPOLYCHROMATIC,MIRRORCROSSHORIZONTAL,PAINTDIAGONALDOWNRIGHTMONOCHROMATIC,PAINTDOT,PAINTZIGZAGRIGHTDOWNUPMONOCHROMATIC,PAINTSQUAREUPRIGHTDOWNPOLYCHROMATIC,PAINTLLEFTDOWNPOLYCHROMATIC,REPEAT,PAINTZIGZAGLEFTUPDOWNMONOCHROMATIC,PAINTSQUAREDOWNRIGHTUPPOLYCHROMATIC,PAINTDIAGONALDOWNLEFTPOLYCHROMATIC,PAINTDIAGONALDOWNRIGHTPOLYCHROMATIC,PAINTZIGZAGUPRIGHTLEFTMONOCHROMATIC,PAINTLLEFTUPMONOCHROMATIC,PAINTLLEFTDOWNMONOCHROMATIC,PAINTSQUARELEFTUPRIGHTPOLYCHROMATIC,PAINTLLEFTUPPOLYCHROMATIC,PAINTSQUARERIGHTUPLEFTMONOCHROMATIC,PAINTSQUARELEFTDOWNRIGHTMONOCHROMATIC,PAINTSQUAREDOWNLEFTUPPOLYCHROMATIC,PAINTSQUAREUPLEFTDOWNMONOCHROMATIC,PAINTSQUAREDOWNRIGHTUPMONOCHROMATIC,PAINTSQUARERIGHTUPLEFTPOLYCHROMATIC,PAINTDIAGONALUPLEFTPOLYCHROMATIC,PAINTLRIGHTUPMONOCHROMATIC,PAINTZIGZAGUPLEFTRIGHTMONOCHROMATIC,PAINTUPMONOCHROMATIC,PAINTLRIGHTDOWNPOLYCHROMATIC,PAINTZIGZAGDOWNLEFTRIGHTPOLYCHROMATIC,PAINTZIGZAGDOWNRIGHTLEFTPOLYCHROMATIC,PAINTLEFTPOLYCHROMATIC,PAINTLUPLEFTPOLYCHROMATIC,PAINTCUSTOMPATTERNMONOCHROMATIC,PAINTSQUARERIGHTDOWNLEFTMONOCHROMATIC,PAINTLDOWNLEFTPOLYCHROMATIC,PAINTLUPRIGHTPOLYCHROMATIC,PAINTRIGHTMONOCHROMATIC,PAINTUPPOLYCHROMATIC,PAINTLUPRIGHTMONOCHROMATIC,PAINTZIGZAGRIGHTUPDOWNPOLYCHROMATIC,PAINTZIGZAGLEFTDOWNUPPOLYCHROMATIC,PAINTRIGHTPOLYCHROMATIC,PAINTLDOWNLEFTMONOCHROMATIC,PAINTZIGZAGRIGHTDOWNUPPOLYCHROMATIC,PAINTDIAGONALUPLEFTMONOCHROMATIC,PAINTDIAGONALUPRIGHTMONOCHROMATIC,PAINTSQUARELEFTUPRIGHTMONOCHROMATIC,PAINTZIGZAGLEFTDOWNUPMONOCHROMATIC,PAINTLEFTMONOCHROMATIC,PAINTZIGZAGUPLEFTRIGHTPOLYCHROMATIC,PAINTSQUAREUPRIGHTDOWNMONOCHROMATIC,PAINTZIGZAGDOWNLEFTRIGHTMONOCHROMATIC,PAINTLUPLEFTMONOCHROMATIC,ALGORITHM_TYPE
663,8,"go(c1),paint({red},4,diagonal up right),copy({c1,d2,e3,f4},{a3}),go(d1),paint(yellow),go(f3),paint(yellow),go(d3),paint({yellow},3,right),go(d4),paint(red),go(e4),paint(blue),paint({blue},{c6,c4,a4,c2}),go(c3),paint(red),go(b3),paint(yellow)",2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2D
664,8,"go(d1),paint(yellow),go(c1),paint(red),go(c2),paint(blue),go(d2),paint(red),go(f3),paint({yellow,red},6,down),go(f4),paint({red,blue},6,down),go(d5),paint(yellow),go(c5),paint(red),go(c6),paint(blue),go(d6),paint(red)",2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
665,8,"go(c1),paint({red},4,diagonal up right),copy({c1,d2,e3,f4},{a3}),go(a4),paint(blue),go(c6),paint(blue),go(c4),paint(blue),go(c2),paint(blue),go(e4),paint(blue),go(c3),paint({red},2,diagonal up right),fill_empty(yellow)",2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2D
666,8,"go(c1),paint({red},4,diagonal up right),go(c3),paint({red},2,diagonal up right),go(c5),paint({red},2,diagonal up right),go(a3),paint({red},2,diagonal up right),go(a4),paint(blue),go(c6),paint(blue),go(c4),paint(blue),go(e4),paint(blue),go(c2),paint(blue),fill_empty(yellow)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
667,8,"go(c1),paint({red},4,diagonal up right),copy({c1,d2,e3,f4},{a3}),go(c6),paint(blue),go(c4),paint(blue),go(e4),paint(blue),go(a4),paint(blue),go(c2),paint(blue),go(d5),paint(yellow),go(d3),paint(yellow),go(f3),paint(yellow),go(d1),paint(yellow),go(b3),paint(yellow),go(d4),paint(red),go(c3),paint(red)",2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2D
668,8,"go(c1),paint({red},4,diagonal up right),copy({c1,d2,e3,f4},{a3}),go(c3),paint(red),go(d4),paint(red),go(e4),paint(blue),go(a4),paint(blue),go(c6),paint(blue),go(c2),paint(blue),go(c4),paint(blue),fill_empty(yellow)",2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2D
669,8,"go(d3),paint(yellow),go(d4),paint(red),go(c3),paint(red),go(c4),paint(blue),copy({d3,c3,c4,d4},{d1,f3,d5,b3})",2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
670,9,"go(d1),paint(blue),go(d3),paint(blue),go(d5),paint(blue),go(f3),paint(blue),go(e3),paint(red),go(f4),paint(green),go(e3),paint(yellow),go(e3),paint(red),go(e4),paint(yellow),go(d2),paint(green),go(d4),paint(green),go(d6),paint(green),go(c1),paint(red),go(c3),paint(red),go(c5),paint(red),go(c2),paint(yellow),go(c4),paint(yellow),go(c6),paint(yellow),go(b3),paint(blue),go(b4),paint(green),go(a3),paint(red),go(a4),paint(yellow)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
671,9,"go(d1),paint(blue),go(d3),paint(blue),go(d5),paint(blue),go(f3),paint(blue),go(b3),paint(blue),go(f4),paint(green),go(d2),paint(green),go(d4),paint(green),go(d6),paint(green),go(b4),paint(green),go(e4),paint(yellow),go(c2),paint(yellow),go(c4),paint(yellow),go(c6),paint(yellow),go(a4),paint(yellow),go(e3),paint(red),go(c1),paint(red),go(c3),paint(red),go(c5),paint(red),go(a3),paint(red)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
672,9,"go(d1),paint(blue),go(c1),paint(red),go(d2),paint(green),go(c2),paint(yellow),go(d3),paint(blue),go(d5),paint(blue),go(b3),paint(blue),go(f3),paint(blue),go(e3),paint(red),go(c3),paint(red),go(a3),paint(red),go(c5),paint(red),go(d4),paint({red},3,up),go(d4),paint(green),go(e4),paint(yellow),go(f4),paint(green),go(a4),paint({yellow,green},3,up)",2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
673,9,"go(f3),paint(blue),go(d5),paint(blue),go(d3),paint(blue),go(d1),paint(blue),go(b3),paint(blue),go(d2),paint(green),go(d4),paint(green),go(d6),paint(green),go(b4),paint(green),go(f4),paint(green),go(e3),paint(red),go(c5),paint(red),go(c4),paint(red),go(c4),paint(yellow),go(c3),paint(red),go(c2),paint(yellow),go(c1),paint(red),go(a3),paint(red),go(e4),paint(yellow),go(a4),paint(yellow),go(c6),paint(yellow)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
674,9,"go(d1),paint(blue),go(d4),paint(blue),go(d1),paint(blue),go(d3),paint(blue),go(d5),paint(blue),go(f3),paint(blue),go(b3),paint(blue),go(d1),paint(blue),go(d3),paint(blue),go(d5),paint(blue),go(f3),paint(blue),go(b3),paint(blue)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
675,9,"go(f3),paint({blue,green,red,yellow},4,square right down left),go(e3),paint(red),go(d1),paint({blue,green},6,right),go(c1),paint({red,yellow},6,right),go(b3),paint({blue,green,red,yellow},4,square right down left),go(a4),paint(yellow),go(a3),paint(red)",2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2D
676,9,"go(f4),paint(green),go(d2),paint(green),go(b4),paint(green),go(d6),paint(green),go(e4),paint(yellow),go(f4),paint(yellow),go(e4),paint(yellow),go(d4),paint(yellow),go(c3),paint(yellow),go(d3),paint(yellow),go(d4),paint(yellow),go(f4),paint(red),go(d2),paint(blue),go(d4),paint(green),go(c4),paint(yellow)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
677,9,"go(c1),paint({red,yellow},6,right),go(d1),paint({blue,green},6,right),go(e3),paint({blue,red},2,up),go(b3),paint({blue,red},2,down),go(e4),paint({green,yellow},2,up),go(f4),paint({green,yellow},6,down)",2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2D
678,9,"go(d1),paint(blue),go(d1),paint(blue),go(c2),paint(yellow),go(d2),paint(green),go(c1),paint(red),go(f3),paint(blue),go(e3),paint(red),go(d3),paint(blue),go(c3),paint(red),go(b3),paint(blue),go(b3),paint(red),go(b3),paint(blue),go(a3),paint(red),go(f4),paint(green),go(e4),paint(yellow),go(d4),paint(green),go(c4),paint(yellow),go(b4),paint(green),go(a4),paint(yellow),go(d5),paint(blue),go(d6),paint(green),go(c6),paint(yellow),go(c5),paint(red)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
679,9,"go(d2),paint(green),go(d4),paint(green),go(f4),paint(green),go(d6),paint(green),go(b4),paint(green),go(c2),paint(yellow),go(c4),paint(yellow),go(c6),paint(yellow),go(a4),paint(yellow),go(e4),paint(yellow),go(f3),paint(blue),go(d3),paint(blue),go(d1),paint(blue),go(b3),paint(blue),go(e3),paint(red),go(c3),paint(red),go(c1),paint(red),go(a3),paint(red),go(c5),paint(red),go(d5),paint(red),go(d5),paint(blue)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
680,9,"go(c1),paint(red),go(d1),paint(blue),go(d2),paint(green),go(c2),paint(yellow),go(d3),paint(blue),go(c1),paint(blue),go(c1),paint(red)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
681,9,"go(f4),paint(green),go(f3),paint(blue),go(e4),paint(yellow),go(e3),paint(red),go(d3),paint(blue),go(d4),paint(green),go(d5),paint(yellow),go(d6),paint(red),go(b3),paint(blue),go(a3),paint(red),go(a4),paint(yellow),go(b4),paint(green),go(c6),paint(yellow),go(c4),paint(yellow),go(c5),paint(red),go(c2),paint(red),go(d1),paint(blue),go(c1),paint(blue),go(c1),paint(red),go(c2),paint(yellow),go(d2),paint(green),go(c3),paint(red),go(d6),paint(red),go(d5),paint(blue),go(d6),paint(green),go(d6),paint(green)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
682,9,"go(a3),paint({yellow,green,red,blue},4,square up right down),go(b4),paint(green),go(b3),paint(blue),go(a3),paint(red),go(a4),paint(yellow),copy({a4,b4,b3,a3},{c6,c4,c2,e4})",2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
683,9,"go(d2),paint(green),go(d6),paint(blue),go(d5),paint(green),go(d4),paint(blue),go(d3),paint(green),go(d1),paint(blue),go(d3),paint(blue),go(d2),paint({blue,green},2,right),go(d6),paint({green,blue},6,left),go(b3),paint(blue),go(a4),paint(yellow),go(b4),paint(green),go(a3),paint(red),go(c6),paint({yellow,red},6,left),go(f3),paint({blue,red,yellow,green},4,square right down left),go(f3),paint({blue,red,yellow,green},4,square down right up)",2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2D
684,9,"go(f4),paint({green,yellow},6,down),go(f3),paint({blue,red},6,down),go(d2),paint({green,blue},2,left),go(c2),paint({red,yellow},2,left),go(c1),paint(red),go(c2),paint(yellow),go(d6),paint({green,blue},2,left),go(c6),paint({red,yellow},2,left),go(c5),paint(red),go(c6),paint(yellow)",2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
685,9,"go(f4),paint({green,yellow},6,down),go(f3),paint({blue,red},6,down),go(d2),paint(green),go(d1),paint(blue),go(c1),paint(red),go(c2),paint(yellow),go(d6),paint(green),go(d5),paint(blue),go(c5),paint(red),go(c6),paint(yellow)",2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
686,9,"go(f3),paint({blue,red,yellow,green},4,square down right up),copy({e4,e3,f3,f4},{c2,c6,a4,c4})",2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
687,9,"go(d1),paint({blue,green},6,right),go(c1),paint({red,yellow},6,right),go(e4),paint({yellow,green,blue,red},4,square up left down),go(a3),paint({red,yellow,green,blue},4,square right up left)",2.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2D
688,9,"paint({blue},{f3,d1,d3,e4,d5}),go(b3),paint(blue),go(d4),paint(green),go(c6),paint(green),go(d6),paint(green),go(f4),paint(green),go(d2),paint(green),go(b4),paint(green),go(c6),paint(yellow),go(e4),paint(yellow),go(a4),paint(yellow),go(c4),paint(yellow),go(c2),paint(yellow),go(a3),paint(red),go(c1),paint(red),go(c3),paint(red),go(c5),paint(red),go(e3),paint(red)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
689,9,"paint({blue},{d3,d4,d5,e4,f4}),go(c1),paint({green,red},6,right),go(a3),paint({blue},6,up),go(a4),paint({green},2,up),go(d1),paint({red},2,right),go(d6),paint(red)",2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2D
690,9,"go(f3),paint(blue),go(f4),paint(green),go(e3),paint(red),go(e4),paint(yellow),copy({f3,f4,e4,e3},{d1}),copy({d1,d2,c2,c1},{d3}),copy({d3,d4,c4,c3},{d5}),copy({d4,d3,c3,c4},{b4})",2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
691,9,"go(f4),paint({green,yellow},6,down),go(f3),paint({blue,red},6,down),go(d1),paint({blue,green},6,right),go(c2),paint({red,yellow},5,right)",2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2D
692,9,"go(c1),paint({red},2,right)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
693,9,"go(c1),paint({red,yellow,green,blue},4,square right up left),go(d5),paint({blue,green,red,yellow},4,square right down left),go(f3),paint({blue,red},:,down),go(f4),paint({green,yellow},:,down)",2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
694,9,"go(c1),paint({red,yellow},6,right),go(d1),paint({blue,green},6,right),go(f3),paint({blue,red},6,down),go(f4),paint({green,yellow},6,down)",2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2D
695,9,"go(f3),paint({blue,red},:,down),copy({paint({green,yellow},:,down)},{f4}),go(c1),paint({red,yellow,green,blue},4,square right up left),copy({paint({red,yellow,green,blue},4,square right up left)},{c5})",2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
696,9,"go(a1),paint(red),go(c2),paint(yellow),go(c3),paint(red),go(c4),paint(yellow),go(c5),paint(red),go(c6),paint(yellow),go(d1),paint(blue),go(d2),paint(green),go(d3),paint(blue),go(d4),paint(green),go(d5),paint(blue),go(d6),paint(green),go(e3),paint(red),go(e4),paint(yellow),go(f3),paint(blue),go(f4),paint(green),go(b3),paint(blue),go(b4),paint(green),go(a3),paint(red),go(a4),paint(yellow)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
697,9,"go(c1),paint({red,yellow,green,blue},4,square right up left),go(a3),paint({red,yellow,green,blue},4,square right up left),go(c5),paint({red,yellow,green,blue},4,square right up left),go(c3),paint({red,yellow,green,blue},4,square right up left),go(e3),paint({red,yellow,green,blue},4,square right up left)",2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
698,9,"go(f3),paint(blue),go(d3),paint(blue),go(b3),paint(blue),go(d5),paint(blue),go(d1),paint(blue),go(e3),paint(red),go(c3),paint(red),go(a3),paint(red),go(c1),paint(red),go(c5),paint(red),go(e4),paint(yellow),go(c4),paint(yellow),go(a4),paint(yellow),go(c6),paint(yellow),go(c2),paint(yellow),go(d2),paint(red),go(d4),paint(red),go(d6),paint(red),go(b4),paint(red),go(f4),paint(red),go(f4),paint(green),go(d2),paint(green),go(d4),paint(green),go(d6),paint(green),go(b4),paint(green)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
699,9,"go(f4),paint(green),go(d2),paint(green),go(d6),paint(green),go(b4),paint(green),go(d3),paint(blue),go(d5),paint(blue),go(d1),paint(blue),go(f3),paint(blue),go(b3),paint(blue),go(d2),paint(green),go(d4),paint(green),go(d6),paint(green),go(b4),paint(green),go(c2),paint(yellow),go(c4),paint(yellow),go(c6),paint(yellow),go(e4),paint(yellow),go(e3),paint(red),go(c2),paint(red),go(c1),paint(red),go(c3),paint(red),go(c5),paint(red),go(a3),paint(red),go(c2),paint(yellow)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
700,9,"go(f3),paint(blue),go(d1),paint(blue),go(d3),paint(blue),go(b3),paint(blue),go(d5),paint(blue)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
