ALGORITHM_ID,SCHEMA_ID,ALGORITHM,ALGORITHM_DIMENSION,PAINTDIAGONALDOWNLEFTMONOCHROMATIC,COPY,PAINTLDOWNRIGHTPOLYCHROMATIC,PAINTDOWNMONOCHROMATIC,PAINTDOWNPOLYCHROMATIC,PAINTLDOWNRIGHTMONOCHROMATIC,PAINTZIGZAGDOWNRIGHTLEFTMONOCHROMATIC,MIRRORCOMMANDSVERTICAL,MIRRORCROSSVERTICAL,PAINTDIAGONALUPRIGHTPOLYCHROMATIC,PAINTSQUAREUPLEFTDOWNPOLYCHROMATIC,PAINTSQUARELEFTDOWNRIGHTPOLYCHROMATIC,PAINTLRIGHTUPPOLYCHROMATIC,PAINTSQUAREDOWNLEFTUPMONOCHROMATIC,MIRRORCELLSHORIZONTAL,PAINTZIGZAGRIGHTUPDOWNMONOCHROMATIC,MIRRORCELLSVERTICAL,MIRRORCOMMANDSHORIZONTAL,PAINTZIGZAGLEFTUPDOWNPOLYCHROMATIC,PAINTZIGZAGUPRIGHTLEFTPOLYCHROMATIC,PAINTLRIGHTDOWNMONOCHROMATIC,PAINTCUSTOMPATTERNPOLYCHROMATIC,FILLEMPTY,PAINTSQUARERIGHTDOWNLEFTPOLYCHROMATIC,MIRRORCROSSHORIZONTAL,PAINTDIAGONALDOWNRIGHTMONOCHROMATIC,PAINTDOT,PAINTZIGZAGRIGHTDOWNUPMONOCHROMATIC,PAINTSQUAREUPRIGHTDOWNPOLYCHROMATIC,PAINTLLEFTDOWNPOLYCHROMATIC,REPEAT,PAINTZIGZAGLEFTUPDOWNMONOCHROMATIC,PAINTSQUAREDOWNRIGHTUPPOLYCHROMATIC,PAINTDIAGONALDOWNLEFTPOLYCHROMATIC,PAINTDIAGONALDOWNRIGHTPOLYCHROMATIC,PAINTZIGZAGUPRIGHTLEFTMONOCHROMATIC,PAINTLLEFTUPMONOCHROMATIC,PAINTLLEFTDOWNMONOCHROMATIC,PAINTSQUARELEFTUPRIGHTPOLYCHROMATIC,PAINTLLEFTUPPOLYCHROMATIC,PAINTSQUARERIGHTUPLEFTMONOCHROMATIC,PAINTSQUARELEFTDOWNRIGHTMONOCHROMATIC,PAINTSQUAREDOWNLEFTUPPOLYCHROMATIC,PAINTSQUAREUPLEFTDOWNMONOCHROMATIC,PAINTSQUAREDOWNRIGHTUPMONOCHROMATIC,PAINTSQUARERIGHTUPLEFTPOLYCHROMATIC,PAINTDIAGONALUPLEFTPOLYCHROMATIC,PAINTLRIGHTUPMONOCHROMATIC,PAINTZIGZAGUPLEFTRIGHTMONOCHROMATIC,PAINTUPMONOCHROMATIC,PAINTLRIGHTDOWNPOLYCHROMATIC,PAINTZIGZAGDOWNLEFTRIGHTPOLYCHROMATIC,PAINTZIGZAGDOWNRIGHTLEFTPOLYCHROMATIC,PAINTLEFTPOLYCHROMATIC,PAINTLUPLEFTPOLYCHROMATIC,PAINTCUSTOMPATTERNMONOCHROMATIC,PAINTSQUARERIGHTDOWNLEFTMONOCHROMATIC,PAINTLDOWNLEFTPOLYCHROMATIC,PAINTLUPRIGHTPOLYCHROMATIC,PAINTRIGHTMONOCHROMATIC,PAINTUPPOLYCHROMATIC,PAINTLUPRIGHTMONOCHROMATIC,PAINTZIGZAGRIGHTUPDOWNPOLYCHROMATIC,PAINTZIGZAGLEFTDOWNUPPOLYCHROMATIC,PAINTRIGHTPOLYCHROMATIC,PAINTLDOWNLEFTMONOCHROMATIC,PAINTZIGZAGRIGHTDOWNUPPOLYCHROMATIC,PAINTDIAGONALUPLEFTMONOCHROMATIC,PAINTDIAGONALUPRIGHTMONOCHROMATIC,PAINTSQUARELEFTUPRIGHTMONOCHROMATIC,PAINTZIGZAGLEFTDOWNUPMONOCHROMATIC,PAINTLEFTMONOCHROMATIC,PAINTZIGZAGUPLEFTRIGHTPOLYCHROMATIC,PAINTSQUAREUPRIGHTDOWNMONOCHROMATIC,PAINTZIGZAGDOWNLEFTRIGHTMONOCHROMATIC,PAINTLUPLEFTMONOCHROMATIC,ALGORITHM_TYPE
94,2,"paint({blue},{f3,e3,d3,a3,b3}),go(c3),paint(blue),go(d1),paint({blue},4,square right down left),go(e4),paint({yellow},5,down),go(d5),paint({yellow},4,square down right up)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
95,2,"go(a3),paint(blue),go(a4),paint(yellow),go(b3),paint(blue),go(b4),paint({yellow},5,up),go(c3),paint({blue},:,up),go(d1),paint({blue},2,right),go(c1),paint({blue},2,right),go(d6),paint({yellow},2,right),go(c6),paint({yellow},2,right)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
96,2,"go(c1),paint({blue},5,l right up),paint({blue},5,l right down),fill_empty(yellow)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
97,2,"go(a3),paint({blue},6,right),paint({blue},{c1,c2,d2,d3,c3,d2,e3,f3,d3,c3,b3,a3}),go(d1),paint(blue),go(f4),paint(blue),go(e4),paint(yellow),go(d4),paint(blue),go(c4),paint(yellow),go(b4),paint(blue),go(a4),paint(yellow),go(c5),paint(blue),go(d5),paint(yellow),go(d6),paint(blue),go(c6),paint(yellow),go(d4),paint(yellow),go(c5),paint(yellow),go(b4),paint(yellow),go(d6),paint(yellow),go(f4),paint(yellow)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
98,2,"go(f3),paint({blue},:,down),go(f4),paint({yellow},:,down),go(a1),paint({blue},4,square up right down),go(c5),paint({yellow},4,square up right down)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1D
99,2,"go(a4),paint(yellow),go(b4),paint(yellow),go(c4),paint(yellow),go(d4),paint(yellow),go(e4),paint(yellow),go(f4),paint(yellow),go(d5),paint(yellow),go(c5),paint(yellow),go(c6),paint(yellow),go(d6),paint(yellow),go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(c3),paint(blue),go(b3),paint(blue),go(a3),paint(blue),go(c2),paint(blue),go(d2),paint(blue),go(c1),paint(blue),go(d1),paint(blue)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
100,2,"go(c1),paint({blue},5,l right down),go(d1),paint({blue},5,l right up),go(c6),paint({yellow},5,l left down),go(d6),paint({yellow},5,l left up)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
101,2,"go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(c1),paint(blue),go(c2),paint(blue),go(d1),paint(blue),go(d2),paint(blue),go(c5),paint(yellow),go(c6),paint(yellow),go(d5),paint(yellow),go(d6),paint(yellow)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
102,2,"go(d1),paint({blue},5,l right up),go(c1),paint({blue},5,l right down),go(f4),paint({blue,yellow},5,l down right)",2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
103,2,"go(d1),paint(blue),paint({blue},4,square right down left),paint({blue},5,l right up),go(c3),paint(blue),go(b3),paint(blue),go(a3),paint(blue),fill_empty(yellow)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
104,2,"paint({blue},{f3,e3,d3,c3,b3,a3,d2,c2,c1,d1}),paint({yellow},{f4,e4,d4,c4,b4,a4,c5,d5,d6,c6})",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
105,2,"go(d5),fill_empty(blue),paint({yellow},6,down),paint({yellow},4,square down right up),go(f4),paint({yellow},:,down)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
106,2,"go(c1),paint({blue},3,right),go(d1),paint({blue},3,right),go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d5),paint({yellow},2,right),go(c5),paint({yellow},2,right)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
107,2,"go(4 down),paint({blue},2,right)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
108,2,"go(c1),paint({blue},5,l right down),go(d1),paint({blue},5,l right up),fill_empty(yellow)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
109,2,"go(e3),paint({blue},5,down),go(d2),paint(blue),go(f3),paint(blue),go(d1),paint({blue},2,diagonal down right),go(c1),paint(blue),go(f4),paint({blue,yellow},6,down),paint({yellow},{d5,c5,d6,c6}),go(d4),paint(yellow),go(f4),paint(yellow),go(b4),paint(yellow)",2.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
110,2,"go(c1),paint({blue},4,square right up left),fill_empty(yellow),go(e3),paint({blue},:,up)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
111,2,"fill_empty(blue),copy({paint({yellow},:,down)},{f4,d5,d6})",2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
112,2,"fill_empty(blue),copy({paint({yellow},:,up)},{a4,c5,c6})",2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
113,2,"go(f4),paint({yellow},:,down),copy({f4,e4},{d5,d6}),fill_empty(blue)",2.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
114,2,"go(c1),paint({blue},4,square right up left),go(f3),paint({blue},6,down),go(c5),paint({yellow},4,square right up left),go(f4),paint({yellow},6,down)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
115,2,"go(c1),copy({paint(blue),go(c1)},{c1,c2,c3,d1,d2,d3,f3,e3,b3,a3}),fill_empty(yellow)",2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
116,2,"go(c1),copy({paint({blue},:,down)},{d1,d2,f3}),fill_empty(yellow)",2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
117,2,"go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d1),paint({blue},4,square right down left),go(d6),paint({yellow},4,square left down right)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
118,2,"go(f3),paint({blue},:,down),go(d1),paint({blue},4,square down right up),fill_empty(yellow)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
119,2,"go(c1),paint({blue},4,square down right up),go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(c5),paint({yellow},4,square right up left)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
120,2,"go(f3),paint({blue},6,down),go(d1),paint({blue},4,square down right up),go(f4),paint({yellow},6,down),go(d6),paint({yellow},4,square down left up)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
121,2,"go(d1),paint({blue},4,square right down left),go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d5),paint({yellow},4,square right down left)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
122,2,"go(c6),mirror({paint({yellow},5,l left down)},horizontal),go(c1),mirror({paint({blue},5,l right down)},horizontal)",2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
123,2,"go(f3),paint({blue},5,l down left),mirror(horizontal),go(f4),paint({yellow},5,l down right),mirror(horizontal)",2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2D
124,2,"go(c1),paint({blue},4,square right up left),go(a3),paint({blue},6,up),go(c1),copy({paint({yellow},4,square right up left),go(c1)},{c5}),go(a4),paint({yellow},6,up)",2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
125,2,"go(d1),paint({blue},4,square down right up),go(d5),paint({yellow},4,square right down left),go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
126,2,"go(c1),go(c1),paint(blue),go(d1),paint(blue),go(c2),paint(blue),go(d2),paint(blue),go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d5),paint({yellow},2,right),go(c5),paint({yellow},2,right)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
127,2,"go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(c1),paint({blue},4,square down right up),go(c5),paint({yellow},4,square down right up)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
128,2,"go(a3),paint({blue},6,up)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
129,2,"go(c1),paint({blue},4,square right up left),go(f3),paint({blue},6,down)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
130,2,"go(f3),paint({blue},6,down),go(d2),paint({blue},4,square left down right),go(f4),paint({yellow},6,down)",1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
131,2,"fill_empty(blue),paint({yellow},{f4,e4,d4,c4,b4,a4,c5,d6,d5,c6})",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
132,2,"go(c1),paint({blue},4,square up right down),go(a3),paint({blue},6,up),fill_empty(yellow)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1D
133,2,"go(f4),paint(yellow),go(e4),paint(blue),go(d4),paint(yellow),go(c4),paint(blue),go(b4),paint(yellow),go(a4),paint(blue),go(c5),paint(yellow),go(c6),paint(blue),go(d6),paint(yellow),go(d5),paint(blue),go(a3),paint(yellow),go(b3),paint(blue),go(c3),paint(yellow),go(d3),paint(blue),go(e3),paint(yellow),go(f3),paint(blue),go(d2),paint(yellow),go(d1),paint(blue),go(c1),paint(yellow),go(c2),paint(blue),go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(c3),paint(blue),go(b3),paint(blue),go(a3),paint(blue),go(c2),paint(blue),go(c1),paint(blue),go(d1),paint(blue),go(d2),paint(blue),go(c6),paint(yellow),go(d5),paint(yellow),go(e4),paint(yellow),go(f4),paint(yellow),go(d4),paint(yellow),go(c4),paint(yellow),go(b4),paint(yellow),go(a4),paint(yellow),go(c5),paint(yellow)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
134,2,"go(a3),paint({blue},6,up),go(c2),paint({blue},4,square left up right),go(a4),paint({yellow},6,up),paint({yellow},{c5,c6,d6,d5,d4})",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1D
135,2,"go(f4),paint(blue),go(e4),paint(yellow),go(d4),paint(blue),go(d5),paint(yellow),go(d6),paint(blue),go(c6),paint(yellow),go(c5),paint(blue),go(c4),paint(yellow),go(b4),paint(blue),go(a4),paint(yellow),go(a3),paint(blue),go(b3),paint(yellow),go(c3),paint(blue),go(c2),paint(yellow),go(c1),paint(blue),go(d1),paint(yellow),go(d2),paint(blue),go(d3),paint(yellow),go(e3),paint(blue),go(f3),paint(yellow)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
136,2,"paint({blue},{a3,b3,c3,d3,e3,f3,d2,d1,c1,c2}),paint({yellow},{a4,b4,c4,c5,c6,d6,d5,d4,e4,f4})",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
137,2,"go(c1),paint({blue},4,square up right down),go(a3),paint({blue},6,up),go(c6),paint({yellow},4,square up left down),go(a4),paint({yellow},6,up)",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1D
138,2,"paint({yellow},{d6,d5,c5,c6,c4,b4,a4,d4,e4,f4}),paint({blue},{f3,e3,d3,c3,b3,a3,d2,d1,c1,c2})",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
139,2,"paint({blue},{c1,c2,c3,b3,a3,d3,e3,f3,d2,d1}),paint({yellow},{a4,b4,c4,d4,e4,f4,d5,d6,c6,c5})",1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
140,2,"go(d1),paint(blue),go(c1),paint(yellow),go(c2),paint(blue),go(d2),paint(yellow),go(e3),paint(blue),go(f3),paint(yellow),go(d3),paint(blue),go(c3),paint(yellow),go(b3),paint(blue),go(a3),paint(yellow),go(f4),paint(blue),go(e4),paint(yellow),go(d4),paint(blue),go(c4),paint(yellow),go(b4),paint(blue),go(a4),paint(yellow),go(c5),paint(blue),go(c6),paint(yellow),go(d6),paint(blue),go(d5),paint(yellow)",0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
